微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
嗯，阴阳人一般都不觉得自己在阴阳怪气//@纵横-邪月: 怎么又变成文字游戏阴阳怪气了…我这不承认你仗义执言喷出了那些“实话”一点都不脏了嘛，大大求不要精神分裂，请坚持你一贯只说那种类型“实话”的风格。[笑cry]//@林海听涛:又阴阳怪气啦？别在这儿玩文字游戏啊。,2017-03-06 22:14,微博 weibo.com,http://weibo.com/1697844733/EyAhdl9vh,林海听涛,76039,男,四川,名人认证,转发,今天这张反乐天的照片在网络上疯传。我琢磨着写这标语的人，不是韩奸就是汉奸：“乐天”操你祖宗。主语是乐天，操你的你，在中文中一般指的是另一方。太反动了，居然在五星红旗下，还跟着那么多人，只怪有文化的都开会去了。。。[衰][疑问][汗] http://t.cn/RJ7468k ​,iPhone 6 Plus,2017-03-06 02:41,新宿案内人李小牧,http://weibo.com/1988242511/EysAZbRAw
【外交部回应“20家乐天玛特停业”：在华经营须合规】在3月6日的外交部例行记者会上，有记者问，韩国决定部署“萨德”系统后，中国国内20余家乐天玛特超市突然停业。中方对此有何评论？外交部发言人耿爽表示，我们多次说过，中方欢迎包括韩国企业在内的外国企业在华投资兴业，依法保护外国企业在华合法...全文： http://m.weibo.cn/1659791311/4082425909310521 ​,2017-03-06 22:14,联商网iPhone 6s Plus,http://weibo.com/1659791311/EyAh0D45H,联商网,113529,男,浙江 杭州,网站认证,原创,,,,,
//@贝拉克嗷巴马:家乐福沃尔玛欧尚伊藤洋华堂吉之岛来福士群光太古里你们别笑，指不定什么时候就是你们消防不合格,2017-03-06 22:13,小米手机,http://weibo.com/2539688144/EyAgA3iuk,上善若水_无欲则刚007,7672,男,上海,普通用户,转发,【安徽两地乐天玛特因存在消防隐患 被临时查封】宿州市政府部署开展了大规模消防专项治理工作。2月6日到3月6日，共检查单位1107家，其中，乐天玛特等企业被依法关停。淮南凤台大队在推进“百日除患”消防安全专项整治工作中，于3月5日晚，依法对乐天玛特凤台店予以临时查封。http://t.cn/RiCL8wk ​,微博 weibo.com,2017-03-06 15:48,财经网,http://weibo.com/1642088277/EyxKBb1VX
个人用什么产品是个人的自由，个人抵制与否也是个人自由，你有什么资格说人LOW？你不是一直讥讽爱国标榜自己清醒吗，怎么现在又开始双标了？//@纵横-邪月: 可是我基本不用日货，显示器我用的是戴尔的，我不为韩国产品花钱，然后我说民间自发抵制行为很low（说到底打横幅就是很low）,2017-03-06 22:13,微博 weibo.com,http://weibo.com/1697844733/EyAgKoG4L,林海听涛,76039,男,四川,名人认证,转发,今天这张反乐天的照片在网络上疯传。我琢磨着写这标语的人，不是韩奸就是汉奸：“乐天”操你祖宗。主语是乐天，操你的你，在中文中一般指的是另一方。太反动了，居然在五星红旗下，还跟着那么多人，只怪有文化的都开会去了。。。[衰][疑问][汗] http://t.cn/RJ7468k ​,iPhone 6 Plus,2017-03-06 02:41,新宿案内人李小牧,http://weibo.com/1988242511/EysAZbRAw
【乐天：对中国始终怀有深深情义 做了千万元公益】针对近日网上有关“乐天会长谈中国人抵制萨德”的传言，韩国乐天集团发布澄清声明，“无中生有、违背常理”，并强调对韩国政策决定“没有选择”，乐天对中国始终怀有深深的情义，近几年对公益投入超千万元。http://t.cn/RiNyfrP ​,2017-03-06 22:11,专业版微博,http://weibo.com/3515267842/EyAg3etBk,一点资讯,3103107,男,北京 海淀区,企业认证,原创,,,,,
又阴阳怪气啦？别在这儿玩文字游戏啊。//@纵横-邪月: 爱国也要讲逻辑嘛，你看我都承认你肚里的都是这种类型的实话了，你义愤填膺仗义执言喷出来的这些“实话”就喷嘛，就跟人有三急一样，拦不住的。但是我明明都承认你说的的确是你真心实意的实话了，都是我错了，你又说这话不对，你说我还能说啥啊…,2017-03-06 22:09,微博 weibo.com,http://weibo.com/1697844733/EyAfciZHs,林海听涛,76039,男,四川,名人认证,转发,今天这张反乐天的照片在网络上疯传。我琢磨着写这标语的人，不是韩奸就是汉奸：“乐天”操你祖宗。主语是乐天，操你的你，在中文中一般指的是另一方。太反动了，居然在五星红旗下，还跟着那么多人，只怪有文化的都开会去了。。。[衰][疑问][汗] http://t.cn/RJ7468k ​,iPhone 6 Plus,2017-03-06 02:41,新宿案内人李小牧,http://weibo.com/1988242511/EysAZbRAw
转发微博,2017-03-06 22:08,三星 GALAXY Note 5,http://weibo.com/1685887387/EyAeE4GsM,陇原渔夫,90231,男,北京,名人认证,转发,"关于乐天玛特因消防不合格关停的思考：
1.从政府看，这说明施政水平在上升啊！我收拾你，还要让你说不出我哪里违法哪里不对，只能抱怨一句有失大国风范。
2.从法治看，说明依法治国在各级层面上初见落实。宁愿在规则内采取措施来达到目的，这比直接蛮干来得好。
3.从企业经营上看，说明乐天的政治敏感...全文： http://m.weibo.cn/1286900981/4082384381656504 ​",iPhone 6 Plus,2017-03-06 19:29,王冠群,http://weibo.com/1286900981/Eyzc26WVO
【乐天一超市假促销被罚50万元 59元一瓶的五粮液“原价”虚标到498元】北京市发改委刚挂出一则“罚单”，位于酒仙桥路的乐天超市由于假促销被罚50万元。在这条“罚单”里，该乐天超市被查出8个假促销问题。（北青报记者 林艳） http://t.cn/RiCNfAi ​,2017-03-06 22:07,Android客户端,http://weibo.com/1756403875/EyAe8sPi3,河南通视传媒,11025,男,河南 郑州,企业认证,原创,,,,,
转发微博,2017-03-06 22:06,微博 weibo.com,http://weibo.com/1425821351/EyAe1EibR,大学生开讲,116695,女,湖北 武汉,名人认证,转发,"关于乐天玛特因消防不合格关停的思考：
1.从政府看，这说明施政水平在上升啊！我收拾你，还要让你说不出我哪里违法哪里不对，只能抱怨一句有失大国风范。
2.从法治看，说明依法治国在各级层面上初见落实。宁愿在规则内采取措施来达到目的，这比直接蛮干来得好。
3.从企业经营上看，说明乐天的政治敏感...全文： http://m.weibo.cn/1286900981/4082384381656504 ​",iPhone 6 Plus,2017-03-06 19:29,王冠群,http://weibo.com/1286900981/Eyzc26WVO
今晚我们一家三口去超市购物，李喵喵提醒我：姥爷说不许买乐天食品。我说：当然。 喵：也不能去韩国旅游。我：没问题。她爹在一边趁火打劫：赶紧让你姥爷禁止你妈看韩剧！[二哈]我：宝贝，其实吧妈妈看的都是盗版……而且都是揭露韩国社会黑暗、政府无能、百姓生活得水深火热很痛苦的那种剧……[二哈] ​,2017-03-06 22:03,微博 weibo.com,http://weibo.com/1256628857/EyAcOwp9b,飘阿兮,79536,女,山东 烟台,名人认证,原创,,,,,
我现在也用日货，我的显示器是LG，但我不会去嘲讽爱国者为LOW逼。而显然右边这位阴阳怪气久了就变成阴阳人了//@纵横-邪月: 回复@沈澜:爱国情操是可以改变一个人//@沈澜:咦，怎么和林海大大吵起来了，当年林海大大在起点高喊我就是要日本货，我全家所有东西都要日本货的场景还在眼前，怎么画风变这么快,2017-03-06 22:02,微博 weibo.com,http://weibo.com/1697844733/EyAcpbDTL,林海听涛,76039,男,四川,名人认证,转发,今天这张反乐天的照片在网络上疯传。我琢磨着写这标语的人，不是韩奸就是汉奸：“乐天”操你祖宗。主语是乐天，操你的你，在中文中一般指的是另一方。太反动了，居然在五星红旗下，还跟着那么多人，只怪有文化的都开会去了。。。[衰][疑问][汗] http://t.cn/RJ7468k ​,iPhone 6 Plus,2017-03-06 02:41,新宿案内人李小牧,http://weibo.com/1988242511/EysAZbRAw
"外交部回应“朝鲜4射弹道导弹”：中方反对朝方违背安理会决议进行有关发射活动。中方也注意到，美韩正在进行针对朝鲜的大规模联合军演。当前形势下，有关各方都应保持克制，不做相互刺激，加剧地区局势紧张的事。
外交部四应“韩国决定部署‘萨德’系统后，中国国内20余家乐天玛特超市突然停业”:中方...全文： http://m.weibo.cn/2150616260/4082422796959122 ​",2017-03-06 22:01,HUAWEI Mate 8,http://weibo.com/2150616260/EyAbZtcnU,醒来的大鸦,53501,男,其他,名人认证,原创,,,,,
这话不对，爱国者骂一个正常人那是脏话，但是指出一个傻屄的傻屄之处，那叫仗义执言。//@纵横-邪月: 对对，都是我的错，我怎么能说大大嘴里出来的是脏话呢，那都是大大真心实意的话撒，我怎么能忘记大大肚子里的实话都是这种类型，粗俗了点，不合适给小孩子看，但是不脏不脏，爱国者的话哪能脏呢？,2017-03-06 21:58,微博 weibo.com,http://weibo.com/1697844733/EyAaupsUX,林海听涛,76039,男,四川,名人认证,转发,今天这张反乐天的照片在网络上疯传。我琢磨着写这标语的人，不是韩奸就是汉奸：“乐天”操你祖宗。主语是乐天，操你的你，在中文中一般指的是另一方。太反动了，居然在五星红旗下，还跟着那么多人，只怪有文化的都开会去了。。。[衰][疑问][汗] http://t.cn/RJ7468k ​,iPhone 6 Plus,2017-03-06 02:41,新宿案内人李小牧,http://weibo.com/1988242511/EysAZbRAw
依法严查，决不能让乐天集团赚了中国人的钱还与韩军方勾结害中国。,2017-03-06 21:57,华为P9手机摄影再突破,http://weibo.com/2427813160/EyAa6bIM4,无边的浪涌,22741,男,上海 虹口区,名人认证,转发,【外媒：中国境内韩国乐天集团4家超市接受检查后被关闭】据路透社，韩国乐天集团发言人周一表示，在中国辽宁丹东、江苏常州和其他两个地方的4家乐天玛特超市接受当地官员检查后被关闭。同时，乐天玛特所属的乐天百货公司的股价下跌了3.5个百分点。据今年1月份统计数据显示，乐天玛特在中国大陆还有115...全文： http://m.weibo.cn/1974576991/4082314156150148 ​,微博 weibo.com,2017-03-06 14:50,环球时报,http://weibo.com/1974576991/EyxmLpNVW
#我们#周末的乐天玛特，购物的人减少了许多，但依然井井有条。http://t.cn/RiNwgE5 ​,2017-03-06 21:57,前置双摄vivo X9Plus,http://weibo.com/1880982630/EyAaqeAK3,汽车生活报,6689,女,北京 朝阳区,媒体认证,原创,,,,,
法制就是膏药 //@张欧亚:?//@未央生:就想知道这个造谣的有没有绳之以法？！,2017-03-06 21:55,iPhone 6s Plus,http://weibo.com/1233609450/EyA9nfjeY,王云鹏,5539,男,天津 滨海新区,普通用户,转发,"#微博辟谣#【乐天会长""嘲讽国人没骨气""是谣言[话筒]】 这两天，一条所谓“乐天董事长辛东彬说中国人没骨气”的消息再度激起民愤。而这条消息却是一条“查无此证”的假新闻。无法从任何一家媒体（韩文、日文、英文、中文）上查到辛东彬说过这些话，韩国也没有“环球新闻眼”这样一个媒体。...全文： http://m.weibo.cn/2498948744/4082383429362078 ​",指尖的美腿华为,2017-03-06 19:25,倾听指尖,http://weibo.com/2498948744/EyzauDhvg
今日郎新闻：北韩频发导弹；乐天陆续关门。阿弥陀佛。 http://t.cn/RGdJ2ou ​,2017-03-06 21:54,iPhone 7 Plus,http://weibo.com/1419741773/EyA8Xf8v0,苏州郎心铁,56769,男,江苏 苏州,名人认证,原创,,,,,
【中国20多家乐天超市突然停业 外交部回应】韩国决定部署“萨德”系统后，中国国内20余家乐天玛特超市突然停业。外交部对此回应：中方欢迎包括韩国企业在内的外国企业在华投资兴业，依法保护外国企业在华合法权益。同时有关企业在华经营也必须依法合规。http://t.cn/RiNzQAA ​,2017-03-06 21:50,微博 weibo.com,http://weibo.com/3515267842/EyA7fabDi,一点资讯,3105365,男,北京 海淀区,企业认证,原创,,,,,
转发微博,2017-03-06 21:49,iPhone 6,http://weibo.com/2765022325/EyA70nkiG,沈阳环保,347632,男,辽宁 沈阳,政府认证,转发,【北京一乐天超市被罚50万：59元一瓶的酒虚标原价498元】北京市发改委挂出一罚单，一乐天超市由于假促销被罚50万元。有多件商品促销期间标示的原价虚高到离谱，一瓶标示着“原价498.00 现价59.90元/瓶”的五粮液52度名家风范绵柔500ML，被查出，该商品的原价实际上就是59.90元。http://t.cn/RiCWg7W ​,微博 weibo.com,2017-03-06 20:55,公安部打四黑除四害,http://weibo.com/2328516855/EyzKV6OWH
转发微博,2017-03-06 21:44,微博 weibo.com,http://weibo.com/1893801487/EyA4R4uus,微天下,16255879,男,北京 东城区,媒体认证,转发,【外交部回应20家乐天玛特停业】据报道，韩国决定部署“萨德”系统后，中国国内20余家乐天玛特超市突然停业。外交部发言人耿爽今日称，中方欢迎包括韩国企业在内的外国企业在华投资兴业，依法保护外国企业在华合法权益。同时，有关企业在华经营也必须依法合规。http://t.cn/RiC1IXc ​,微博 weibo.com,2017-03-06 20:59,头条新闻,http://weibo.com/1618051664/EyzMBChR6
坚决抵制,2017-03-06 21:42,iPhone 7,http://weibo.com/1290139194/EyA4kB8LM,w王文龙,34964,男,北京,名人认证,转发,【乐天称中国境内4家超市被查关闭 在大陆还有115家店】据路透社报道，乐天集团称，乐天玛特在华4家店铺被检查后关闭。报道称，乐天玛特在中国大陆还有115家店。乐天在华投资近10万亿韩元，2016年营业额3.2万亿。如此一家在中国养肥的企业，却不顾中方警告，执意提供萨德用地。详细http://t.cn/RiCvZwu ​,微博 weibo.com,2017-03-06 14:56,新浪军事,http://weibo.com/1499104401/Eyxpcp5ey
实话实说，怎么能被你扭曲成脏话呢？你这样的心态不行啊……傻屄错了就要认，不要死鸭子嘴硬哦。//@纵横-邪月: 对不起，low逼大大加油怼我，谁让我不小心嘲讽到您身上了。千错万错都是我的错，谁让我不肯举着横幅哭着喊着抵制韩国，还非得说这样很low的呢？请继续怼，加油骂，多骂几句脏话，呵呵,2017-03-06 21:41,微博 weibo.com,http://weibo.com/1697844733/EyA3MCGb1,林海听涛,76039,男,四川,名人认证,转发,今天这张反乐天的照片在网络上疯传。我琢磨着写这标语的人，不是韩奸就是汉奸：“乐天”操你祖宗。主语是乐天，操你的你，在中文中一般指的是另一方。太反动了，居然在五星红旗下，还跟着那么多人，只怪有文化的都开会去了。。。[衰][疑问][汗] http://t.cn/RJ7468k ​,iPhone 6 Plus,2017-03-06 02:41,新宿案内人李小牧,http://weibo.com/1988242511/EysAZbRAw
